,0
13512,tickle a bug
13513,tick-list features
13514,TIFF
13515,tiger team
13516,tight loop
13517,tilde
13518,TILE Forth
13519,Tim Berners-Lee
13520,time bomb
13521,time complexity
13522,Time Complex Simulator
13523,time division multiple access
13524,time division multiplexing
13525,Time Domain Reflectometer
13526,timeout
13527,time quantum
13528,time-sharing
13529,Time Sharing Option
13530,time shifting
13531,Time Simulator
13532,time sink
13533,time slice
13534,times-or-divided-by
13535,time T
13536,Time to Live
13537,time zone
13538,TINC
13539,Tinman
13540,tinman+
13541,TINT
13542,tint
13543,Tiny
13544,Tiny BASIC
13545,Tiny Basic Interpreter Language
13546,Tiny Clos
13547,Tiobe
13548,TIP
13549,TIPL
13550,tip of the ice-cube
13551,tired iron
13552,tits on a keyboard
13553,tj
13554,Tk
13555,tk
13556,TK-90X
13557,TK-95
13558,T. Kohonen
13559,TK!Solver
13560,TL0
13561,TL1
13562,TLA
13563,TLAs
13564,TLB
13565,TLD
13566,TLI
13567,TL/I
13568,T Lisp
13569,TLS
13570,TM
13571,tm
13572,TMDL
13573,TMG
13574,TMRC
13575,TMRCie
13576,TMS 9900
13577,tn
13578,tn3270
13579,TNC
13580,TNSTAAFL
13581,TNX
13582,TNXE6
13583,to
13584,to a first approximation
13585,toast
13586,toaster
13587,toasternet
13588,to a zeroth approximation
13589,toggle
13590,TOK
13591,token
13592,token bus
13593,token ring
13594,TomeRaider
13595,Tom Knight
13596,tone
13597,Tony Hoare
13598,tool
13599,toolbar
13600,toolbook
13601,Toolbuilder
13602,Tool Builder Kit
13603,Tool Command Language
13604,TOOLS
13605,toolsmith
13606,TOP
13607,top-down design
13608,Top-Down Model
13609,topic drift
13610,topic group
13611,topic map
13612,topic thread
13613,top-level domain
13614,topology
13615,TOPS-10
13616,TOPS-20
13617,Tornado
13618,Toronto Euclid
13619,torrent
13620,TORTOS
13621,TOS
13622,Toshiba Corporation
13623,TOSS
13624,total function
13625,totally ordered
13626,totally ordered set
13627,total ordering
13628,toto
13629,touchpad
13630,touch screen
13631,tourist
13632,tourist information
13633,Towers of Hanoi
13634,Tower Technology Corporation
13635,toy
13636,Toy/Ada
13637,toy language
13638,Toyohashi University Parallel Lisp Environment
13639,toy problem
13640,toy program
13641,tp
13642,TPA
13643,TPF
13644,TP/IX
13645,TPL
13646,TPO
13647,TPS
13648,tptc
13649,TPU
13650,TPX
13651,tr
13652,TRAC
13653,traceroute
13654,trace scheduling
13655,track
13656,track ball
13657,tracker ball
13658,tracking
13659,tracking cookie
13660,tracking file
13661,trackpad
13662,TrackPoint
13663,tractor feed
13664,TrafoLa
13665,Trafola-H
13666,trampoline
13667,TRANDIR
13668,TRANQUIL
13669,TRANS
13670,transaction
13671,Transaction Application Language
13672,Transaction Processing Facility
13673,transceiver
13674,TRANSCODE
13675,transducer
13676,transfer
13677,transfer full
13678,transfer none
13679,transfer of control
13680,transfer rate
13681,transfer syntax
13682,transfinite induction
13683,transformation
13684,transient
13685,Transient Program Area
13686,transistor
13687,Transistor-Transistor Logic
13688,TRANSIT
13689,transition ad
13690,transitive
13691,transitive closure
13692,transit network
13693,Translation Look-aside Buffer
13694,Transmission Control Protocol
13695,transparent
13696,transparent audio coding
13697,Transport Driver Interface
13698,transport layer
13699,Transport Layer Interface
13700,Transport Layer Security protocol
13701,Transport Level Interface
13702,Transport Service Access Point
13703,transputer
13704,TRANS-USE
13705,trap
13706,trap door
13707,trap-door function
13708,trash
13709,Trash-80
13710,traveling salesman problem
13711,travelling salesman
13712,travelling salesman problem
13713,traversal
13714,traverse
13715,trawl
13716,tree
13717,tree-killer
13718,tree shaking
13719,TREET
13720,TREETRAN
13721,Tree Transformation Language
13722,treeware
13723,Trellis
13724,Trellis Code Modulation
13725,Trident
13726,trigger
13727,trigger finger
13728,TRIGMAN
13729,trillion
13730,Trilogy
13731,triple DES
13732,tri state
13733,trit
13734,Triton
13735,Triton II
13736,Triton VX
13737,Trivial File Transfer Protocol
13738,TRO
13739,troff
13740,troglodyte
13741,troglodyte mode
13742,trojan
13743,Trojan horse
13744,TROLL
13745,troll
13746,TRON
13747,tron
13748,Trouble Came Back
13749,TRS
13750,TRS-80
13751,Truchet point
13752,True BASIC
13753,true colour
13754,true hacker
13755,TRUENAME
13756,TrueType
13757,Trumpet
13758,TRUSIX
13759,truth table
13760,TS
13761,TSAP
13762,TSEE
13763,TSIA
13764,Tsim
13765,TSL-1
13766,TSO
13767,TSP
13768,TSR
13769,TSV
13770,tt
13771,TTD
13772,TTFN
13773,TTL
13774,TTS
13775,tty
13776,TTYL
13777,TUB
13778,TUBA
13779,tube
13780,tube time
13781,Tuckals
13782,TUI
13783,"Tukey, John"
13784,Tuki
13785,tunafish
13786,tune
13787,tunneling
13788,tunnelling
13789,Tunny Emulator
13790,TUPLE
13791,tuple
13792,tuple calculus
13793,Tuple Space Smalltalk
13794,tupling
13795,Turbo C
13796,Turbo C++
13797,Turbo Debugger
13798,turbo nerd
13799,Turbo Pascal
13800,Turbo Prolog
13801,Turing
13802,Turing Machine
13803,Turingol
13804,Turing Plus
13805,Turing tar-pit
13806,Turing test
13807,turist
13808,TURN
13809,turn-key
13810,turtle graphics
13811,TUTOR
13812,Tuxedo
13813,TV
13814,tv
13815,tw
13816,TWAIN
13817,tweak
13818,tweening
13819,tweeter
13820,TWENEX
13821,Twente Compiler Generator System
13822,Twentel
13823,twiddle
13824,TWIG
13825,twilight zone
13826,twink
13827,twinning
13828,Twin Vector Quantization
13829,twip
13830,twirling baton
13831,twisted pair
13832,twisted pair only
13833,Twitter
13834,twm
13835,"two-binary, one-quaternary"
13836,twonkie
13837,two-phase commit
13838,twos complement
13839,two-to-the-N
13840,two-valued logic
13841,TX-0
13842,TXL
13843,TYMCOM-X
13844,TYMNET
13845,"Tymshare, Inc."
13846,type
13847,type-ahead
13848,type-ahead search
13849,type assignment
13850,type class
13851,typed lambda-calculus
13852,TypedProlog
13853,typeface
13854,type inference
13855,type scheme
13856,typo
13857,typographical error
13858,typography
13859,TYPOL
13860,typo squatter
13861,tyt
13862,TZ
13863,tz
13864,ua
13865,UAN
13866,UART
13867,UAT
13868,UAW
13869,UBASIC
13870,UBD
13871,ubiquitous computing
13872,uC++
13873,UCB
13874,UCHO
13875,U-Code
13876,UCP
13877,UCS
13878,UCSD Pascal
13879,UCS transformation format
13880,UCX
13881,udb
13882,UDDI
13883,UDF
13884,UDMA
13885,UDP
13886,uemacs
13887,UFO
13888,UFO bug
13889,ug
13890,UGLIAC
13891,UHELP
13892,UI
13893,uid
13894,UIDL
13895,UIL
13896,UIMS
13897,UIMX
13898,UIS
13899,uk
13900,UKC
13901,UKERNA
13902,UKUUG Ltd.
13903,ULCC
13904,Ulm's Modula-2 System
13905,ULP
13906,Ultra64
13907,Ultra-ATA
13908,Ultra DMA
13909,Ultra-SCSI
13910,Ultrix
13911,um
13912,UMB
13913,UMB Scheme
13914,UMDL
13915,UML
13916,uML
13917,UMTS
13918,unary
13919,unary operator
13920,UNC
13921,UNCL
13922,UNCOL
13923,uncompression
13924,uncountable
13925,uncurry
13926,uncurrying
13927,undefined
13928,undefined external reference
13929,underflow
13930,Undernet
13931,underscore
13932,under the hood
13933,undocumented feature
13934,U-NET Limited
13935,unfold
13936,unfold/fold
13937,UNI
13938,unicast
13939,Unicode
13940,UniCOMAL
13941,Unicorny
13942,unicos
13943,Uniface
13944,unification
13945,Unified Han
13946,Unified Modeling Language
13947,unifier
13948,UNIFORM
13949,Uniform Naming Convention
13950,Uniform Resource Citation
13951,Uniform Resource Locater
13952,Uniform Resource Locator
13953,Uniform Resource Name
13954,Uniform Resource Number
13955,Unify
13956,unify
13957,Unify Corporation
13958,Unihan
13959,uninstaller
13960,uninteresting
13961,Uninterruptible Power Supply
13962,union
13963,Unipalm Group plc
13964,"Unipress Software, Inc."
13965,uniprocessor
13966,UNIQUE
13967,Unique ID Listing
13968,unique key
13969,unique sales point
13970,Unir Tech
13971,UNISAP
13972,Unisys Corporation
13973,United Kingdom Education and Research Networking Association
13974,United Kingdom Unix Users Group
13975,United Technologies Research Cente
13976,Unit Separator
13977,unit testing
13978,UNITY
13979,Univac
13980,Universal algebra
13981,Universal Asynchronous Receiver/Transmitter
13982,Universal Character Set
13983,Universal Communications X
13984,Universal Computer Protocol
13985,Universal Debugger
13986,"Universal Description, Discovery, and Integration"
13987,Universal Disk Format
13988,Universal Naming Convention
13989,universal quantifier
13990,Universal Resource Identifier
13991,Universal Resource Locator
13992,Universal Serial Bus
13993,universal thunk
13994,Universal Time
13995,Universal Time Coordinated
13996,universe of discourse
13997,University of Arizona
13998,University of California at Berkeley
13999,University of Durham
14000,University of East London
14001,University of Edinburgh
14002,University of Hawaii
14003,University of Iceland
14004,University of London Computing Centre
14005,University of Michigan
14006,University of Michigan Digital Library Project
14007,University of Minnesota
14008,University of Nijmegen
14009,University of Pennsylvania
14010,University of Tasmania
14011,University of Twente
14012,Unix
14013,Unix box
14014,Unix brain damage
14015,Unix conspiracy
14016,Unix International
14017,Unixism
14018,Unix man page
14019,Unix manual page
14020,Unix System V
14021,Unix to Unix Copy
14022,UnixWare
14023,Unix weenie
14024,Unix wizard
14025,Unlicense
14026,unnormalised
14027,unproto
14028,unshar
14029,unshielded twisted pair
14030,unstable
14031,unswizzle
14032,until
14033,untyped
14034,unwind-protect
14035,unwind the stack
14036,UN*X
14037,unzip
14038,up
14039,uparrow
14040,UPenn
14041,upgradability
14042,upgrade
14043,upgradeability
14044,upload
14045,UPMAIL Tricia Prolog
14046,upper bound
14047,Upper Layer Protocol
14048,upper memory block
14049,Upper Side-Band modulation
14050,Upright Database Technology AB
14051,UPS
14052,upstream
14053,upthread
14054,upward closure
14055,Uranus
14056,urban legend
14057,URC
14058,urchin
14059,URI
14060,URL
14061,URL forwarding
14062,URL redirection
14063,URN
14064,URouLette
14065,US
14066,us
14067,usability
14068,USAModSim
14069,usa.net
14070,US-ASCII
14071,USB
14072,USB 2.0
14073,USB Adapter Card Support
14074,USB drive
14075,USE
14076,Usenet
14077,Usenet news
14078,Usenetter
14079,USENIX
14080,user
14081,user acceptance testing
14082,user base
14083,User Brain Damage
14084,User Datagram Protocol
14085,user experience
14086,user-friendly
14087,user id
14088,user identifier
14089,user interface
14090,user interface copyright
14091,User Interface Language
14092,user name
14093,User Network Interface
14094,user-obsequious
14095,user-unctuous
14096,Use the Source Luke
14097,USG Unix
14098,usim
14099,USL
14100,USP
14101,USR
14102,usr
14103,US Robotics
14104,"U.S. Robotics, Inc."
14105,USSA
14106,UTC
14107,UTF
14108,UTF-8
14109,utility
14110,utility-coder
14111,utility program
14112,utility software
14113,UTOPIST
14114,UTP
14115,UTRC
14116,UTSL
14117,uucp
14118,UUCPNET
14119,uudecode
14120,uuencode
14121,UUNET PIPEX
14122,UUPC
14123,UX
14124,uy
14125,uz
14126,V
14127,V.10
14128,V.11
14129,V.17
14130,V.21
14131,V.22
14132,V.22bis
14133,V.23
14134,V.24
14135,V.25
14136,V.25 bis
14137,V.27 ter
14138,V.28
14139,V.29
14140,V.32
14141,V.32bis
14142,V.32ter
14143,V.34
14144,V.35
14145,V.42
14146,V.42bis
14147,V.90
14148,V.91
14149,va
14150,vacuum tube
14151,vadding
14152,VAL
14153,Valencia Simple Tasker
14154,valency
14155,Valid
14156,validation
14157,value
14158,Value Added Network
14159,value added reseller
14160,value added retailer
14161,valve
14162,vampire tap
14163,VAN
14164,vanilla
14165,vanity domain
14166,vannevar
14167,Vannevar Bush
14168,vaporware
14169,vapourware
14170,VAR
14171,var
14172,varchar
14173,variable
14174,Variational Graphics eXtended
14175,VAX
14176,VAX DOCUMENT
14177,VAXectomy
14178,VAXen
14179,vaxherd
14180,vaxism
14181,VAX MIPS
14182,vaxocentrism
14183,VAXset
14184,VAXstation
14185,VAX/VMS
14186,VB
14187,VBA
14188,vbell
14189,VBScript
14190,vbx
14191,vc
14192,VCC filtering
14193,VCD
14194,VCID
14195,VCL
14196,VCODE
14197,VCPI
14198,VCR
14199,vdiff
14200,VDL
14201,VDM
14202,VDM++
14203,VDM-SL
14204,VDSL
14205,VDT
14206,VDU
14207,vdx
14208,ve
14209,vector
14210,Vector C
14211,vector font
14212,vector graphics
14213,vector processor
14214,vector space
14215,VECTRAN
14216,VEE
14217,veeblefeetzer
14218,veeblefester
14219,veeblefetzer
14220,VEL
14221,Vendor Independent Messaging
14222,ventilator card
14223,Ventura Publisher
14224,Venus flytrap
14225,verbage
14226,verbiage
14227,Verdi
14228,verification
14229,Verilog
14230,Verilog SA
14231,Veronica
14232,Versa Module Europa
14233,version
14234,Version 7
14235,vertical application
14236,vertical bar
14237,vertical encoding
14238,vertical loop combination
14239,vertical microcode
14240,Vertical Redundancy Check
14241,vertical refresh rate
14242,vertical scan rate
14243,Very Efficient Speculative Parallel Architecture
14244,Very high bit-rate Digital Subscriber Line
14245,Very Large Database
14246,Very Large Memory
14247,Very Large Scale Integration
14248,Very Long Instruction Word
14249,Very Small Aperture Terminal
14250,VESA
14251,VESA Local Bus
14252,VESPA
14253,V.FAST
14254,VFAT
14255,V.FC
14256,vg
14257,VGA
14258,VGQF
14259,vgrep
14260,VGX
14261,VHDL
14262,VHE
14263,VHLL
14264,vhost
14265,VHS
14266,vi
14267,VIC-20
14268,victim cache
14269,video
14270,video adaptor
14271,video card
14272,Video Compact Disc
14273,video compression
14274,video conference
14275,video conferencing
14276,video dial tone
14277,video display standard
14278,video display terminal
14279,Video Electronics Standards Association
14280,Video Graphics Adapter
14281,Video Graphics Adaptor
14282,Video Graphics Array
14283,video memory
14284,Video on Demand
14285,video RAM
14286,video random-access memory
14287,video terminal
14288,videotex
14289,Vienna Definition Language
14290,Vienna Definition Method
14291,Vienna Development Method
14292,Vienna Development Method Specification Language
14293,Vienna Fortran
14294,Vietnamese
14295,viewer
14296,ViewPoints
14297,Views
14298,VIF
14299,Vi Improved
14300,VIM
14301,Vincennes LISP
14302,vines
14303,Vine Technology
14304,Vint Cerf
14305,Vinton Cerf
14306,Viola
14307,virgin
14308,virgule
14309,Viron
14310,virtual
14311,virtual 86 mode
14312,virtual address
14313,virtual cache
14314,virtual circuit
14315,Virtual Circuit Identifier
14316,virtual connection
14317,Virtual Control Program Interface
14318,Virtual Device Driver
14319,Virtual Device Location
14320,virtual disk
14321,Virtual Home Environment
14322,virtual host
14323,Virtual LAN
14324,Virtual Loadable Module
14325,Virtual Local Area Network
14326,Virtual Machine
14327,virtual machine
14328,Virtual Machine/Conversational Monitor System
14329,Virtual Machine Environment
14330,Virtual Machine/ESA
14331,Virtual Machine/System Product
14332,Virtual Machine/XA
14333,virtual memory
14334,Virtual Memory System
14335,virtual path
14336,virtual point of presence
14337,virtual PoP
14338,Virtual Private Network
14339,virtual reality
14340,Virtual Reality Modeling Language
14341,Virtual Sequential Access Method
14342,virtual server
14343,virtual shredder
14344,Virtual Software Factory
14345,Virtual Storage Access Method
14346,Virtual Storage Extended
14347,Virtual Telecommunications Access Method
14348,virus
14349,viruses
14350,visible bell
14351,VisiCalc
14352,visionary
14353,visit
14354,Visual BASIC
14355,Visual Basic for Applications
14356,Visual BASIC Script
14357,visual bell
14358,Visual C++
14359,Visual Component Library
14360,Visual dBASE
14361,Visual Display Unit
14362,Visual FoxPro
14363,Visual Interface
14364,visualisation
14365,visual language
14366,visual programming
14367,visual programming environment
14368,visual programming language
14369,VisualWorks
14370,VITAL
14371,VIVID
14372,viz
14373,VLAN
14374,VLB
14375,VLDB
14376,Vlisp
14377,VLIW
14378,VLM
14379,VLSI
14380,VLSM
14381,VM
14382,VM/CMS
14383,VME
14384,VMEbus
14385,VME Microsystems International Corporation
14386,VM/ESA
14387,VML
14388,VMS
14389,VM/SP
14390,VM/XA
14391,vn
14392,vocoder
14393,vocoding
14394,VoD
14395,voice mail
14396,voice-net
14397,Voice over IP
14398,voice recognition
14399,VoIP
14400,volatile
14401,volatile memory
14402,volatile storage
14403,volatile variable
14404,voltage
14405,Volume Table Of Contents
